"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Gateshead","E08000037","Upper tier local authority","2020-03-29",8,52
"Gloucestershire","E10000013","Upper tier local authority","2020-03-29",17,172
"Greenwich","E09000011","Upper tier local authority","2020-03-29",12,208
"Hackney","E09000012","Upper tier local authority","2020-03-29",14,204
"Halton","E06000006","Upper tier local authority","2020-03-29",2,36
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-29",7,182
"Hampshire","E10000014","Upper tier local authority","2020-03-29",49,608
"Haringey","E09000014","Upper tier local authority","2020-03-29",16,199
"Harrow","E09000015","Upper tier local authority","2020-03-29",22,336
"Hartlepool","E06000001","Upper tier local authority","2020-03-29",1,12
"Havering","E09000016","Upper tier local authority","2020-03-29",10,136
"Herefordshire, County of","E06000019","Upper tier local authority","2020-03-29",4,35
"Hertfordshire","E10000015","Upper tier local authority","2020-03-29",63,542
"Hillingdon","E09000017","Upper tier local authority","2020-03-29",18,216
"Hounslow","E09000018","Upper tier local authority","2020-03-29",15,208
"Islington","E09000019","Upper tier local authority","2020-03-29",11,176
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-29",9,186
"Kent","E10000016","Upper tier local authority","2020-03-29",59,475
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-03-29",3,16
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-29",13,120
"Kirklees","E08000034","Upper tier local authority","2020-03-29",16,87
"Knowsley","E08000011","Upper tier local authority","2020-03-29",12,62
"Lambeth","E09000022","Upper tier local authority","2020-03-29",27,454
"Lancashire","E10000017","Upper tier local authority","2020-03-29",36,385
"Leeds","E08000035","Upper tier local authority","2020-03-29",22,189
"Leicester","E06000016","Upper tier local authority","2020-03-29",1,102
"Leicestershire","E10000018","Upper tier local authority","2020-03-29",3,193
"Lewisham","E09000023","Upper tier local authority","2020-03-29",25,294
"Lincolnshire","E10000019","Upper tier local authority","2020-03-29",15,144
"Liverpool","E08000012","Upper tier local authority","2020-03-29",35,262
"Luton","E06000032","Upper tier local authority","2020-03-29",10,109
"Manchester","E08000003","Upper tier local authority","2020-03-29",23,171
"Medway","E06000035","Upper tier local authority","2020-03-29",9,106
"Merton","E09000024","Upper tier local authority","2020-03-29",13,223
"Middlesbrough","E06000002","Upper tier local authority","2020-03-29",14,55
"Milton Keynes","E06000042","Upper tier local authority","2020-03-29",10,118
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-29",30,187
"Newham","E09000025","Upper tier local authority","2020-03-29",20,287
"Norfolk","E10000020","Upper tier local authority","2020-03-29",21,178
"North East Lincolnshire","E06000012","Upper tier local authority","2020-03-29",5,27
"North Lincolnshire","E06000013","Upper tier local authority","2020-03-29",6,23
"North Somerset","E06000024","Upper tier local authority","2020-03-29",4,43
"North Tyneside","E08000022","Upper tier local authority","2020-03-29",7,72
"North Yorkshire","E10000023","Upper tier local authority","2020-03-29",15,136
"Northamptonshire","E10000021","Upper tier local authority","2020-03-29",23,211
"Northumberland","E06000057","Upper tier local authority","2020-03-29",6,71
"Nottingham","E06000018","Upper tier local authority","2020-03-29",7,108
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-29",31,259
"Oldham","E08000004","Upper tier local authority","2020-03-29",10,120
"Oxfordshire","E10000025","Upper tier local authority","2020-03-29",21,233
"Peterborough","E06000031","Upper tier local authority","2020-03-29",3,40
"Plymouth","E06000026","Upper tier local authority","2020-03-29",5,49
"Portsmouth","E06000044","Upper tier local authority","2020-03-29",2,80
"Reading","E06000038","Upper tier local authority","2020-03-29",11,67
"Redbridge","E09000026","Upper tier local authority","2020-03-29",19,192
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-29",7,48
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-29",15,148
"Rochdale","E08000005","Upper tier local authority","2020-03-29",8,97
"Rotherham","E08000018","Upper tier local authority","2020-03-29",27,128
"Rutland","E06000017","Upper tier local authority","2020-03-29",1,4
"Salford","E08000006","Upper tier local authority","2020-03-29",14,141
"Sandwell","E08000028","Upper tier local authority","2020-03-29",29,208
"Sefton","E08000014","Upper tier local authority","2020-03-29",12,103
"Sheffield","E08000019","Upper tier local authority","2020-03-29",62,580
"Shropshire","E06000051","Upper tier local authority","2020-03-29",13,106
"Slough","E06000039","Upper tier local authority","2020-03-29",6,113
"Solihull","E08000029","Upper tier local authority","2020-03-29",13,137
"Somerset","E10000027","Upper tier local authority","2020-03-29",4,59
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-29",9,76
"South Tyneside","E08000023","Upper tier local authority","2020-03-29",5,33
"Southampton","E06000045","Upper tier local authority","2020-03-29",9,88
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-29",11,59
"Southwark","E09000028","Upper tier local authority","2020-03-29",34,456
"St. Helens","E08000013","Upper tier local authority","2020-03-29",20,97
"Staffordshire","E10000028","Upper tier local authority","2020-03-29",45,336
"Stockport","E08000007","Upper tier local authority","2020-03-29",12,119
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-29",5,48
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-29",17,54
"Suffolk","E10000029","Upper tier local authority","2020-03-29",20,141
"Sunderland","E08000024","Upper tier local authority","2020-03-29",11,88
"Surrey","E10000030","Upper tier local authority","2020-03-29",49,579
"Sutton","E09000029","Upper tier local authority","2020-03-29",11,169
"Swindon","E06000030","Upper tier local authority","2020-03-29",5,36
"Tameside","E08000008","Upper tier local authority","2020-03-29",13,88
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-29",10,56
"Thurrock","E06000034","Upper tier local authority","2020-03-29",8,72
"Torbay","E06000027","Upper tier local authority","2020-03-29",1,37
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-29",20,219
"Trafford","E08000009","Upper tier local authority","2020-03-29",8,113
"Wakefield","E08000036","Upper tier local authority","2020-03-29",11,90
"Walsall","E08000030","Upper tier local authority","2020-03-29",21,215
"Waltham Forest","E09000031","Upper tier local authority","2020-03-29",24,233
"Wandsworth","E09000032","Upper tier local authority","2020-03-29",23,386
"Warrington","E06000007","Upper tier local authority","2020-03-29",10,50
"Warwickshire","E10000031","Upper tier local authority","2020-03-29",26,235
"West Berkshire","E06000037","Upper tier local authority","2020-03-29",3,58
"West Sussex","E10000032","Upper tier local authority","2020-03-29",10,177
"Westminster","E09000033","Upper tier local authority","2020-03-29",17,286
"Wigan","E08000010","Upper tier local authority","2020-03-29",14,79
"Wiltshire","E06000054","Upper tier local authority","2020-03-29",3,95
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-29",2,74
"Wirral","E08000015","Upper tier local authority","2020-03-29",22,104
"Wokingham","E06000041","Upper tier local authority","2020-03-29",13,62
"Wolverhampton","E08000031","Upper tier local authority","2020-03-29",12,216
"Worcestershire","E10000034","Upper tier local authority","2020-03-29",28,238
"England","E92000001","Country","2020-03-28",2370,22974
"West Midlands","E12000005","Region","2020-03-28",324,2617
"East of England","E12000006","Region","2020-03-28",183,1770
"North West","E12000002","Region","2020-03-28",320,2498
"East Midlands","E12000004","Region","2020-03-28",159,1386
"South West","E12000009","Region","2020-03-28",101,973
"London","E12000007","Region","2020-03-28",576,7706
"Yorkshire and The Humber","E12000003","Region","2020-03-28",209,1495
"North East","E12000001","Region","2020-03-28",112,682
"South East","E12000008","Region","2020-03-28",328,2977
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-28",11,125
"Barnet","E09000003","Upper tier local authority","2020-03-28",34,427
"Barnsley","E08000016","Upper tier local authority","2020-03-28",14,118
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-28",2,41
"Bedford","E06000055","Upper tier local authority","2020-03-28",5,67
"Bexley","E09000004","Upper tier local authority","2020-03-28",10,152
"Birmingham","E08000025","Upper tier local authority","2020-03-28",80,701
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-28",4,22
"Blackpool","E06000009","Upper tier local authority","2020-03-28",5,21
"Bolton","E08000001","Upper tier local authority","2020-03-28",11,60
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-28",7,52
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-28",5,30
"Bradford","E08000032","Upper tier local authority","2020-03-28",14,88
"Brent","E09000005","Upper tier local authority","2020-03-28",32,430
"Brighton and Hove","E06000043","Upper tier local authority","2020-03-28",8,73
"Bristol, City of","E06000023","Upper tier local authority","2020-03-28",10,103
"Bromley","E09000006","Upper tier local authority","2020-03-28",32,304
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-28",21,184
"Bury","E08000002","Upper tier local authority","2020-03-28",10,71
"Calderdale","E08000033","Upper tier local authority","2020-03-28",5,31
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-28",9,133
"Camden","E09000007","Upper tier local authority","2020-03-28",11,204
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-28",10,87
"Cheshire East","E06000049","Upper tier local authority","2020-03-28",8,85
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-28",11,68
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-28",10,84
"County Durham","E06000047","Upper tier local authority","2020-03-28",19,94
"Coventry","E08000026","Upper tier local authority","2020-03-28",16,134
"Croydon","E09000008","Upper tier local authority","2020-03-28",22,385
"Cumbria","E10000006","Upper tier local authority","2020-03-28",28,395
"Darlington","E06000005","Upper tier local authority","2020-03-28",2,16
"Derby","E06000015","Upper tier local authority","2020-03-28",21,145
"Derbyshire","E10000007","Upper tier local authority","2020-03-28",37,301
"Devon","E10000008","Upper tier local authority","2020-03-28",13,116
"Doncaster","E08000017","Upper tier local authority","2020-03-28",19,77
"Dorset","E06000059","Upper tier local authority","2020-03-28",8,58
"Dudley","E08000027","Upper tier local authority","2020-03-28",17,164
"Ealing","E09000009","Upper tier local authority","2020-03-28",20,322
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-28",3,41
"East Sussex","E10000011","Upper tier local authority","2020-03-28",8,90
"Enfield","E09000010","Upper tier local authority","2020-03-28",20,227
"Essex","E10000012","Upper tier local authority","2020-03-28",57,478
"Gateshead","E08000037","Upper tier local authority","2020-03-28",13,44
"Gloucestershire","E10000013","Upper tier local authority","2020-03-28",22,155
"Greenwich","E09000011","Upper tier local authority","2020-03-28",16,196
"Hackney","E09000012","Upper tier local authority","2020-03-28",12,190
"Halton","E06000006","Upper tier local authority","2020-03-28",9,34
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-28",12,175
"Hampshire","E10000014","Upper tier local authority","2020-03-28",79,559
"Haringey","E09000014","Upper tier local authority","2020-03-28",16,183
"Harrow","E09000015","Upper tier local authority","2020-03-28",26,314
"Hartlepool","E06000001","Upper tier local authority","2020-03-28",3,11
"Havering","E09000016","Upper tier local authority","2020-03-28",6,126
"Herefordshire, County of","E06000019","Upper tier local authority","2020-03-28",4,31
"Hertfordshire","E10000015","Upper tier local authority","2020-03-28",45,479
"Hillingdon","E09000017","Upper tier local authority","2020-03-28",11,198
"Hounslow","E09000018","Upper tier local authority","2020-03-28",8,193
"Isle of Wight","E06000046","Upper tier local authority","2020-03-28",2,15
"Islington","E09000019","Upper tier local authority","2020-03-28",7,165
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-28",9,177
"Kent","E10000016","Upper tier local authority","2020-03-28",49,416
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-28",6,107
"Kirklees","E08000034","Upper tier local authority","2020-03-28",9,71
"Knowsley","E08000011","Upper tier local authority","2020-03-28",10,50
"Lambeth","E09000022","Upper tier local authority","2020-03-28",37,427
"Lancashire","E10000017","Upper tier local authority","2020-03-28",42,349
"Leeds","E08000035","Upper tier local authority","2020-03-28",26,167
"Leicester","E06000016","Upper tier local authority","2020-03-28",11,101
"Leicestershire","E10000018","Upper tier local authority","2020-03-28",15,190
"Lewisham","E09000023","Upper tier local authority","2020-03-28",21,269
"Lincolnshire","E10000019","Upper tier local authority","2020-03-28",22,129
"Liverpool","E08000012","Upper tier local authority","2020-03-28",27,227
"Luton","E06000032","Upper tier local authority","2020-03-28",10,99
"Manchester","E08000003","Upper tier local authority","2020-03-28",31,148
"Medway","E06000035","Upper tier local authority","2020-03-28",9,97
"Merton","E09000024","Upper tier local authority","2020-03-28",14,210
"Middlesbrough","E06000002","Upper tier local authority","2020-03-28",10,41
"Milton Keynes","E06000042","Upper tier local authority","2020-03-28",10,108
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-28",12,157
"Newham","E09000025","Upper tier local authority","2020-03-28",35,267
"Norfolk","E10000020","Upper tier local authority","2020-03-28",23,157
"North East Lincolnshire","E06000012","Upper tier local authority","2020-03-28",1,22
"North Lincolnshire","E06000013","Upper tier local authority","2020-03-28",2,17
"North Somerset","E06000024","Upper tier local authority","2020-03-28",2,39
"North Tyneside","E08000022","Upper tier local authority","2020-03-28",17,65
"North Yorkshire","E10000023","Upper tier local authority","2020-03-28",13,121
"Northamptonshire","E10000021","Upper tier local authority","2020-03-28",19,188
"Northumberland","E06000057","Upper tier local authority","2020-03-28",10,65
"Nottingham","E06000018","Upper tier local authority","2020-03-28",4,101
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-28",30,228
"Oldham","E08000004","Upper tier local authority","2020-03-28",13,110
"Oxfordshire","E10000025","Upper tier local authority","2020-03-28",22,212
"Peterborough","E06000031","Upper tier local authority","2020-03-28",5,37
"Plymouth","E06000026","Upper tier local authority","2020-03-28",3,44
"Portsmouth","E06000044","Upper tier local authority","2020-03-28",5,78
"Reading","E06000038","Upper tier local authority","2020-03-28",10,56
"Redbridge","E09000026","Upper tier local authority","2020-03-28",15,173
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-28",11,41
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-28",11,133
"Rochdale","E08000005","Upper tier local authority","2020-03-28",13,89
"Rotherham","E08000018","Upper tier local authority","2020-03-28",16,101
"Salford","E08000006","Upper tier local authority","2020-03-28",18,127
"Sandwell","E08000028","Upper tier local authority","2020-03-28",18,179
"Sefton","E08000014","Upper tier local authority","2020-03-28",12,91
"Sheffield","E08000019","Upper tier local authority","2020-03-28",65,518
"Shropshire","E06000051","Upper tier local authority","2020-03-28",13,93
"Slough","E06000039","Upper tier local authority","2020-03-28",5,107
"Solihull","E08000029","Upper tier local authority","2020-03-28",29,124
"Somerset","E10000027","Upper tier local authority","2020-03-28",5,55
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-28",8,67
"South Tyneside","E08000023","Upper tier local authority","2020-03-28",1,28
"Southampton","E06000045","Upper tier local authority","2020-03-28",10,79
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-28",6,48
"Southwark","E09000028","Upper tier local authority","2020-03-28",32,422
"St. Helens","E08000013","Upper tier local authority","2020-03-28",11,77
"Staffordshire","E10000028","Upper tier local authority","2020-03-28",23,291
"Stockport","E08000007","Upper tier local authority","2020-03-28",10,107
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-28",10,43
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-28",4,37
"Suffolk","E10000029","Upper tier local authority","2020-03-28",6,121
"Sunderland","E08000024","Upper tier local authority","2020-03-28",4,77
"Surrey","E10000030","Upper tier local authority","2020-03-28",55,530
"Sutton","E09000029","Upper tier local authority","2020-03-28",17,158
"Swindon","E06000030","Upper tier local authority","2020-03-28",1,31
"Tameside","E08000008","Upper tier local authority","2020-03-28",7,75
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-28",6,46
"Thurrock","E06000034","Upper tier local authority","2020-03-28",7,64
"Torbay","E06000027","Upper tier local authority","2020-03-28",3,36
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-28",12,199
"Trafford","E08000009","Upper tier local authority","2020-03-28",13,105
"Wakefield","E08000036","Upper tier local authority","2020-03-28",14,79
"Walsall","E08000030","Upper tier local authority","2020-03-28",35,194
"Waltham Forest","E09000031","Upper tier local authority","2020-03-28",21,209
"Wandsworth","E09000032","Upper tier local authority","2020-03-28",20,363
"Warrington","E06000007","Upper tier local authority","2020-03-28",8,40
"Warwickshire","E10000031","Upper tier local authority","2020-03-28",26,209
"West Berkshire","E06000037","Upper tier local authority","2020-03-28",6,55
"West Sussex","E10000032","Upper tier local authority","2020-03-28",9,167
"Westminster","E09000033","Upper tier local authority","2020-03-28",20,269
"Wigan","E08000010","Upper tier local authority","2020-03-28",6,65
"Wiltshire","E06000054","Upper tier local authority","2020-03-28",7,92
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-28",8,72
"Wirral","E08000015","Upper tier local authority","2020-03-28",13,82
"Wokingham","E06000041","Upper tier local authority","2020-03-28",7,49
"Wolverhampton","E08000031","Upper tier local authority","2020-03-28",18,204
"Worcestershire","E10000034","Upper tier local authority","2020-03-28",35,210
"York","E06000014","Upper tier local authority","2020-03-28",8,31
"England","E92000001","Country","2020-03-27",2665,20604
"West Midlands","E12000005","Region","2020-03-27",274,2293
"East of England","E12000006","Region","2020-03-27",240,1587
"North West","E12000002","Region","2020-03-27",330,2178
"East Midlands","E12000004","Region","2020-03-27",136,1227
"South West","E12000009","Region","2020-03-27",125,872
"London","E12000007","Region","2020-03-27",811,7130
"Yorkshire and The Humber","E12000003","Region","2020-03-27",156,1286
"North East","E12000001","Region","2020-03-27",101,570
"South East","E12000008","Region","2020-03-27",320,2649
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-27",12,114
"Barnet","E09000003","Upper tier local authority","2020-03-27",54,393
"Barnsley","E08000016","Upper tier local authority","2020-03-27",15,104
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-03-27",4,39
"Bedford","E06000055","Upper tier local authority","2020-03-27",15,62
"Bexley","E09000004","Upper tier local authority","2020-03-27",19,142
"Birmingham","E08000025","Upper tier local authority","2020-03-27",70,621
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-03-27",4,18
"Blackpool","E06000009","Upper tier local authority","2020-03-27",2,16
"Bolton","E08000001","Upper tier local authority","2020-03-27",7,49
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-27",9,45
"Bracknell Forest","E06000036","Upper tier local authority","2020-03-27",2,25
"Bradford","E08000032","Upper tier local authority","2020-03-27",22,74
"Brent","E09000005","Upper tier local authority","2020-03-27",48,398
"Brighton and Hove","E06000043","Upper tier local authority","2020-03-27",10,65
"Bristol, City of","E06000023","Upper tier local authority","2020-03-27",13,93
"Bromley","E09000006","Upper tier local authority","2020-03-27",30,272
"Buckinghamshire","E10000002","Upper tier local authority","2020-03-27",17,163
"Bury","E08000002","Upper tier local authority","2020-03-27",9,61
"Calderdale","E08000033","Upper tier local authority","2020-03-27",6,26
"Cambridgeshire","E10000003","Upper tier local authority","2020-03-27",17,124
"Camden","E09000007","Upper tier local authority","2020-03-27",20,193
"Central Bedfordshire","E06000056","Upper tier local authority","2020-03-27",12,77
"Cheshire East","E06000049","Upper tier local authority","2020-03-27",14,77
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-27",17,57
"City of London","E09000001","Upper tier local authority","2020-03-27",1,7
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-27",15,74
"County Durham","E06000047","Upper tier local authority","2020-03-27",14,75
"Coventry","E08000026","Upper tier local authority","2020-03-27",13,118
"Croydon","E09000008","Upper tier local authority","2020-03-27",42,363
"Cumbria","E10000006","Upper tier local authority","2020-03-27",50,367
"Darlington","E06000005","Upper tier local authority","2020-03-27",2,14
"Derby","E06000015","Upper tier local authority","2020-03-27",8,124
"Derbyshire","E10000007","Upper tier local authority","2020-03-27",28,264
"Devon","E10000008","Upper tier local authority","2020-03-27",12,103
"Doncaster","E08000017","Upper tier local authority","2020-03-27",4,58
"Dorset","E06000059","Upper tier local authority","2020-03-27",6,50
"Dudley","E08000027","Upper tier local authority","2020-03-27",14,147
"Ealing","E09000009","Upper tier local authority","2020-03-27",33,302
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-03-27",3,38
"East Sussex","E10000011","Upper tier local authority","2020-03-27",13,82
"Enfield","E09000010","Upper tier local authority","2020-03-27",15,207
"Essex","E10000012","Upper tier local authority","2020-03-27",69,421
"Gateshead","E08000037","Upper tier local authority","2020-03-27",4,31
"Gloucestershire","E10000013","Upper tier local authority","2020-03-27",16,133
"Greenwich","E09000011","Upper tier local authority","2020-03-27",18,180
"Hackney","E09000012","Upper tier local authority","2020-03-27",14,178
"Halton","E06000006","Upper tier local authority","2020-03-27",7,25
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-27",8,163
"Hampshire","E10000014","Upper tier local authority","2020-03-27",58,480
"Haringey","E09000014","Upper tier local authority","2020-03-27",18,167
"Harrow","E09000015","Upper tier local authority","2020-03-27",40,288
"Hartlepool","E06000001","Upper tier local authority","2020-03-27",2,8
"Havering","E09000016","Upper tier local authority","2020-03-27",10,120
"Herefordshire, County of","E06000019","Upper tier local authority","2020-03-27",2,27
"Hertfordshire","E10000015","Upper tier local authority","2020-03-27",51,434
"Hillingdon","E09000017","Upper tier local authority","2020-03-27",24,187
"Hounslow","E09000018","Upper tier local authority","2020-03-27",26,185
"Isle of Wight","E06000046","Upper tier local authority","2020-03-27",1,13
"Islington","E09000019","Upper tier local authority","2020-03-27",15,158
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-27",20,168
"Kent","E10000016","Upper tier local authority","2020-03-27",57,367
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-03-27",2,13
"Kingston upon Thames","E09000021","Upper tier local authority","2020-03-27",11,101
"Kirklees","E08000034","Upper tier local authority","2020-03-27",10,62
"Knowsley","E08000011","Upper tier local authority","2020-03-27",7,40
"Lambeth","E09000022","Upper tier local authority","2020-03-27",35,390
"Lancashire","E10000017","Upper tier local authority","2020-03-27",45,307
"Leeds","E08000035","Upper tier local authority","2020-03-27",21,141
"Leicester","E06000016","Upper tier local authority","2020-03-27",8,90
"Leicestershire","E10000018","Upper tier local authority","2020-03-27",15,175
"Lewisham","E09000023","Upper tier local authority","2020-03-27",34,248
"Lincolnshire","E10000019","Upper tier local authority","2020-03-27",17,107
"Liverpool","E08000012","Upper tier local authority","2020-03-27",27,200
"Luton","E06000032","Upper tier local authority","2020-03-27",12,89
"Manchester","E08000003","Upper tier local authority","2020-03-27",14,117
"Medway","E06000035","Upper tier local authority","2020-03-27",8,88
"Merton","E09000024","Upper tier local authority","2020-03-27",24,196
"Middlesbrough","E06000002","Upper tier local authority","2020-03-27",7,31
"Milton Keynes","E06000042","Upper tier local authority","2020-03-27",10,98
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-27",20,145
"Newham","E09000025","Upper tier local authority","2020-03-27",38,232
"Norfolk","E10000020","Upper tier local authority","2020-03-27",20,134
"North East Lincolnshire","E06000012","Upper tier local authority","2020-03-27",3,21
"North Lincolnshire","E06000013","Upper tier local authority","2020-03-27",2,15
"North Somerset","E06000024","Upper tier local authority","2020-03-27",6,37
"North Tyneside","E08000022","Upper tier local authority","2020-03-27",11,48
"North Yorkshire","E10000023","Upper tier local authority","2020-03-27",18,108
"Northamptonshire","E10000021","Upper tier local authority","2020-03-27",20,169
"Northumberland","E06000057","Upper tier local authority","2020-03-27",7,55
"Nottingham","E06000018","Upper tier local authority","2020-03-27",9,97
"Nottinghamshire","E10000024","Upper tier local authority","2020-03-27",31,198
"Oldham","E08000004","Upper tier local authority","2020-03-27",11,97
"Oxfordshire","E10000025","Upper tier local authority","2020-03-27",26,190
"Peterborough","E06000031","Upper tier local authority","2020-03-27",6,32
"Plymouth","E06000026","Upper tier local authority","2020-03-27",3,41
"Portsmouth","E06000044","Upper tier local authority","2020-03-27",3,73
"Reading","E06000038","Upper tier local authority","2020-03-27",3,46
"Redbridge","E09000026","Upper tier local authority","2020-03-27",21,158
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-03-27",10,30
"Richmond upon Thames","E09000027","Upper tier local authority","2020-03-27",19,122
"Rochdale","E08000005","Upper tier local authority","2020-03-27",11,76
"Rotherham","E08000018","Upper tier local authority","2020-03-27",10,85
"Salford","E08000006","Upper tier local authority","2020-03-27",13,109
"Sandwell","E08000028","Upper tier local authority","2020-03-27",19,161
"Sefton","E08000014","Upper tier local authority","2020-03-27",17,79
"Sheffield","E08000019","Upper tier local authority","2020-03-27",27,453
"Shropshire","E06000051","Upper tier local authority","2020-03-27",10,80
"Slough","E06000039","Upper tier local authority","2020-03-27",11,102
"Solihull","E08000029","Upper tier local authority","2020-03-27",17,95
"Somerset","E10000027","Upper tier local authority","2020-03-27",8,50
"South Gloucestershire","E06000025","Upper tier local authority","2020-03-27",6,59
"South Tyneside","E08000023","Upper tier local authority","2020-03-27",7,27
"Southampton","E06000045","Upper tier local authority","2020-03-27",13,69
"Southend-on-Sea","E06000033","Upper tier local authority","2020-03-27",7,42
"Southwark","E09000028","Upper tier local authority","2020-03-27",49,390
"St. Helens","E08000013","Upper tier local authority","2020-03-27",14,66
"Staffordshire","E10000028","Upper tier local authority","2020-03-27",35,268
"Stockport","E08000007","Upper tier local authority","2020-03-27",8,97
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-03-27",8,33
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-03-27",3,33
"Suffolk","E10000029","Upper tier local authority","2020-03-27",20,115
"Sunderland","E08000024","Upper tier local authority","2020-03-27",9,73
"Surrey","E10000030","Upper tier local authority","2020-03-27",54,475
"Sutton","E09000029","Upper tier local authority","2020-03-27",21,141
"Swindon","E06000030","Upper tier local authority","2020-03-27",3,30
"Tameside","E08000008","Upper tier local authority","2020-03-27",8,68
"Telford and Wrekin","E06000020","Upper tier local authority","2020-03-27",8,40
"Thurrock","E06000034","Upper tier local authority","2020-03-27",11,57
"Torbay","E06000027","Upper tier local authority","2020-03-27",6,33
"Tower Hamlets","E09000030","Upper tier local authority","2020-03-27",22,187
"Trafford","E08000009","Upper tier local authority","2020-03-27",8,92
"Wakefield","E08000036","Upper tier local authority","2020-03-27",8,65
"Walsall","E08000030","Upper tier local authority","2020-03-27",19,159
"Waltham Forest","E09000031","Upper tier local authority","2020-03-27",27,188
"Wandsworth","E09000032","Upper tier local authority","2020-03-27",30,343
"Warrington","E06000007","Upper tier local authority","2020-03-27",10,32
"Warwickshire","E10000031","Upper tier local authority","2020-03-27",16,183
"West Berkshire","E06000037","Upper tier local authority","2020-03-27",5,49
"West Sussex","E10000032","Upper tier local authority","2020-03-27",15,158
"Westminster","E09000033","Upper tier local authority","2020-03-27",13,249
"Wigan","E08000010","Upper tier local authority","2020-03-27",13,59
"Wiltshire","E06000054","Upper tier local authority","2020-03-27",18,85
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-03-27",4,64
"Wirral","E08000015","Upper tier local authority","2020-03-27",14,69
"Wokingham","E06000041","Upper tier local authority","2020-03-27",10,42
"Wolverhampton","E08000031","Upper tier local authority","2020-03-27",26,186
"Worcestershire","E10000034","Upper tier local authority","2020-03-27",22,175
"York","E06000014","Upper tier local authority","2020-03-27",5,23
"England","E92000001","Country","2020-03-26",2624,17939
"West Midlands","E12000005","Region","2020-03-26",313,2019
"East of England","E12000006","Region","2020-03-26",214,1347
"North West","E12000002","Region","2020-03-26",353,1848
"East Midlands","E12000004","Region","2020-03-26",154,1091
"South West","E12000009","Region","2020-03-26",118,747
"London","E12000007","Region","2020-03-26",759,6319
"Yorkshire and The Humber","E12000003","Region","2020-03-26",182,1130
"North East","E12000001","Region","2020-03-26",96,469
"South East","E12000008","Region","2020-03-26",312,2329
"Barking and Dagenham","E09000002","Upper tier local authority","2020-03-26",7,102
"Barnet","E09000003","Upper tier local authority","2020-03-26",55,339
